Na,K
0.0810060231888948,1.8198966528349318
-1.2812766522533647,-0.4763146071552069
-0.47658997072175474,-0.5863453567144483
0.18716943480700637,0.04299486787836814
-0.5676556842204334,-0.6436119954475726
1.7458510416293926,-0.27224028946058765
-0.3341840927350982,0.3168572437300731
0.9109029248705073,0.685669118948257
-2.297355878053216,-1.7701694232532725
0.5081274304309383,0.49259949830469213
1.510732911025163,1.6135308081467499
-0.3341840927350982,1.5125400743452548
-0.05506477482976656,-1.0246825659913943
-0.5990430386612198,-0.27224028946058765
1.9384221597817324,-1.0246825659913943
-0.5676556842204334,-0.13128116316262825
0.8969400018962743,0.2798633299973402
-0.5367958733898226,0.0007691577681950149
-0.5064461654997294,1.317466841250956
-0.871559313920857,-0.32142141883968883
-1.0246575803918656,-0.08633101004909947
0.26789080814178773,-0.17721931041483963
0.6894160040337759,-0.5306060118464816
-1.6909939905858724,-0.5863453567144483
-0.5064461654997294,0.3889368541853902
-1.235938162983034,-0.3717877490225727
0.5927560278144252,0.24220282351092245
-0.418295692924522,0.04299486787836814
-1.6909939905858724,-1.0246825659913943
0.40113898374049345,-1.095540252084831
-0.47658997072175474,0.16478280373316567
0.1664221460069648,0.04299486787836814
1.5602268921689209,2.3392061278685072
-0.07875691674316006,-1.580029167576212
-0.418295692924522,-1.4910752510241274
0.7662521321616215,1.5331323745248118
-1.4747307305201391,-1.4057531365352158
-0.6309762874192676,0.0007691577681950149
-1.1062761516543855,1.0253501872592188
0.7205373511546354,-0.5863453567144483
-0.20203243285878825,0.3532077523287531
-0.6309762874192676,-0.8254746103588405
0.12421073473787118,0.5589575022264858
-0.3898282153608005,-0.08633101004909947
-0.07875691674316006,-0.04232724661054318
-1.4747307305201391,-1.9793540162600654
-0.3069818837565902,-0.7630788854653267
1.8066263707317296,1.7471901372874932
-0.44721149560891393,-0.42339781715436486
0.3452123600722177,0.49259949830469213
0.014230827206944676,-0.5306060118464816
2.134259256582341,-0.6436119954475726
2.0238382825998023,0.49259949830469213
-1.2812766522533647,-1.095540252084831
0.2279736812179169,-0.224189861521811
-1.0246575803918656,-0.7630788854653267
0.6894160040337759,-0.5306060118464816
0.2480407172694853,0.8339654530925996
0.6894160040337759,1.0513145157055364
-0.3617953727908435,-0.4763146071552069
0.2875285945075709,0.5913628267145555
-1.5264557150034899,-0.04232724661054318
0.4731527439680426,0.6547040850154929
-0.20203243285878825,0.45861335824034566
-0.280176801528323,-0.8254746103588405
-0.6965588133218774,0.0007691577681950149
-2.0029482493179476,0.685669118948257
1.1209735466122335,-1.7701694232532725
-0.03167445185723182,-1.9793540162600654
-2.64815536394416,-2.338538506600682
-0.15172475104911734,-0.5863453567144483
2.8619935888598653,1.2006710079053073
0.18716943480700637,0.5589575022264858
-1.1062761516543855,0.685669118948257
-0.418295692924522,-0.224189861521811
0.5081274304309383,0.5260418367368659
0.9657164139047603,0.5913628267145555
-0.2277127888512224,-0.224189861521811
0.8969400018962743,0.12497014168182255
-0.5367958733898226,-0.3717877490225727
-0.6965588133218774,-2.338538506600682
0.26789080814178773,-1.4910752510241274
0.8828700823005503,1.317466841250956
-0.280176801528323,0.49259949830469213
-0.3617953727908435,0.2798633299973402
-0.3898282153608005,1.2006710079053073
-0.7645708672304125,-2.211826889878911
-1.327763072491117,0.3168572437300731
0.18716943480700637,-0.13128116316262825
1.0449855088101283,-0.32142141883968883
-1.8094941710511734,-0.8897905021870979
-0.3341840927350982,0.45861335824034566
-1.235938162983034,-0.4763146071552069
-0.3069818837565902,0.12497014168182255
1.569967580915979,-0.04232724661054318
0.3069585697110484,0.8624026476991354
0.1664221460069648,0.8339654530925996
-0.2537574173421395,0.5589575022264858
1.10852525810012,1.9244235109675656
-1.1484875629234792,-1.1688846744162436
0.0810060231888948,1.2481753609718824
0.8108563220730012,0.49259949830469213
0.40113898374049345,0.24220282351092245
0.8400016248542589,1.384534677599835
-0.3898282153608005,0.16478280373316567
-1.191692274472456,0.42406543842218986
1.2293659303069147,1.4495171621817797
0.5424483460047538,-0.8897905021870979
-1.2812766522533647,-1.0246825659913943
-0.9851697031537799,-1.4057531365352158
0.14543774020232184,-1.4057531365352158
0.6417220102420832,1.3400627538812473
2.046460115230436,-0.7630788854653267
0.796108326939596,-0.7630788854653267
-0.3617953727908435,-0.17721931041483963
-0.6309762874192676,-0.6436119954475726
1.2293659303069147,0.8051360089660116
-0.12707853505731487,-0.5863453567144483
1.1699395290398915,2.7433719782798454
1.0578705828995294,-2.6176326788298274
1.7721443146494442,-0.224189861521811
-1.1062761516543855,-0.9561485061088916
2.6372994785219572,0.918141992567102
0.14543774020232184,-0.3717877490225727
0.26789080814178773,1.0769602553910114
-1.5264557150034899,1.0769602553910114
0.2279736812179169,-0.5306060118464816
-0.9465132117223304,1.0769602553910114
-0.6309762874192676,-0.3717877490225727
1.2058256652721038,-0.27224028946058765
-0.2277127888512224,0.685669118948257
0.9247604662897658,-0.7024919893835101
-0.2537574173421395,0.20385126012898208
0.4731527439680426,0.0007691577681950149
-0.2277127888512224,0.3889368541853902
-2.0029482493179476,0.24220282351092245
0.5081274304309383,0.16478280373316567
0.14543774020232184,1.102295129966749
